dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
msmarco-passage-trec-dl-2020,0,390360,balanced,64,128,64,64,0,6
msmarco-passage-trec-dl-2020,0,390360,balanced,64,256,128,128,6,8
msmarco-passage-trec-dl-2020,0,390360,balanced,64,384,192,192,8,10
msmarco-passage-trec-dl-2020,0,390360,balanced,64,768,384,384,10,11
msmarco-passage-trec-dl-2020,0,390360,balanced,64,1152,576,576,11,12
msmarco-passage-trec-dl-2020,0,390360,balanced,64,1280,640,640,12,13
msmarco-passage-trec-dl-2020,0,390360,balanced,64,1408,704,704,13,14
msmarco-passage-trec-dl-2020,0,390360,balanced,64,4096,2048,2048,14,21
msmarco-passage-trec-dl-2020,0,390360,balanced,64,5632,2816,2816,21,22
msmarco-passage-trec-dl-2020,0,390360,balanced,64,5952,3008,2944,22,28
msmarco-passage-trec-dl-2020,0,390360,balanced,64,7744,3904,3840,28,29
nfcorpus,0,PLAIN-1516,dibud,1,5,3,2,0,4
nfcorpus,0,PLAIN-1516,dibud,1,6,4,2,4,5
nfcorpus,0,PLAIN-1516,dibud,1,7,5,2,5,6
nfcorpus,0,PLAIN-1516,dibud,1,8,6,2,6,7
nfcorpus,0,PLAIN-1516,dibud,1,10,8,2,7,8
nfcorpus,0,PLAIN-1516,dibud,1,11,9,2,8,9
nfcorpus,0,PLAIN-1516,dibud,1,12,10,2,9,10
nfcorpus,0,PLAIN-1516,dibud,1,13,11,2,10,11
nfcorpus,0,PLAIN-1516,dibud,1,14,12,2,11,12
nfcorpus,0,PLAIN-1516,dibud,1,15,13,2,12,13
nfcorpus,0,PLAIN-1516,dibud,1,16,14,2,13,14
nfcorpus,0,PLAIN-1516,dibud,1,17,15,2,14,15
nfcorpus,0,PLAIN-1516,dibud,1,18,16,2,15,16
nfcorpus,0,PLAIN-1516,dibud,1,19,17,2,16,17
nfcorpus,0,PLAIN-1516,dibud,1,20,18,2,17,18
nfcorpus,0,PLAIN-1516,dibud,1,21,19,2,18,19
nfcorpus,0,PLAIN-1516,dibud,1,22,20,2,19,20
nfcorpus,0,PLAIN-1516,dibud,1,23,21,2,20,21
nfcorpus,0,PLAIN-1516,dibud,1,24,22,2,21,22
nfcorpus,0,PLAIN-1516,dibud,1,25,23,2,22,23
nfcorpus,0,PLAIN-1516,dibud,1,26,24,2,23,24
nfcorpus,0,PLAIN-1516,dibud,1,27,25,2,24,25
nfcorpus,0,PLAIN-1516,dibud,1,28,26,2,25,26
nfcorpus,0,PLAIN-1516,dibud,1,29,27,2,26,27
nfcorpus,0,PLAIN-1516,dibud,1,30,28,2,27,28
nfcorpus,0,PLAIN-1516,dibud,1,31,29,2,28,29
nfcorpus,0,PLAIN-1516,dibud,1,32,30,2,29,30
nfcorpus,0,PLAIN-1516,dibud,1,33,31,2,30,31
nfcorpus,0,PLAIN-1516,dibud,1,34,32,2,31,32
nfcorpus,0,PLAIN-1516,dibud,1,35,33,2,32,33
nfcorpus,0,PLAIN-1516,dibud,1,36,34,2,33,34
nfcorpus,0,PLAIN-1516,dibud,1,37,35,2,34,35
nfcorpus,0,PLAIN-1516,dibud,1,38,36,2,35,36
nfcorpus,0,PLAIN-1516,dibud,1,39,37,2,36,37
nfcorpus,0,PLAIN-1516,dibud,1,40,38,2,37,38
nfcorpus,0,PLAIN-1516,dibud,1,41,39,2,38,39
nfcorpus,0,PLAIN-1516,dibud,1,42,40,2,39,40
nfcorpus,0,PLAIN-1516,dibud,1,43,41,2,40,41
nfcorpus,0,PLAIN-1516,dibud,1,44,42,2,41,42
nfcorpus,0,PLAIN-1516,dibud,1,45,43,2,42,43
nfcorpus,0,PLAIN-1516,dibud,1,46,44,2,43,44
nfcorpus,0,PLAIN-1516,dibud,1,47,45,2,44,45
nfcorpus,0,PLAIN-1516,dibud,1,48,46,2,45,46
nfcorpus,0,PLAIN-1516,dibud,1,49,47,2,46,47
nfcorpus,0,PLAIN-1516,dibud,1,50,48,2,47,48
nfcorpus,0,PLAIN-1516,dibud,1,51,49,2,48,49
nfcorpus,0,PLAIN-1516,dibud,1,52,50,2,49,50
nfcorpus,0,PLAIN-1516,dibud,1,53,51,2,50,51
nfcorpus,0,PLAIN-1516,dibud,1,54,52,2,51,52
nfcorpus,0,PLAIN-1516,dibud,1,55,53,2,52,53
nfcorpus,0,PLAIN-1516,dibud,1,56,54,2,53,54
nfcorpus,0,PLAIN-1516,dibud,1,57,55,2,54,55
nfcorpus,0,PLAIN-1516,dibud,1,58,56,2,55,56
nfcorpus,0,PLAIN-1516,dibud,1,59,57,2,56,57
nfcorpus,0,PLAIN-1516,dibud,1,60,58,2,57,58
nfcorpus,0,PLAIN-1516,dibud,1,61,59,2,58,59
nfcorpus,0,PLAIN-1516,dibud,1,62,60,2,59,60
nfcorpus,0,PLAIN-1516,dibud,1,63,61,2,60,61
nfcorpus,0,PLAIN-1516,dibud,1,64,62,2,61,62
nfcorpus,0,PLAIN-1516,dibud,1,65,63,2,62,63
nfcorpus,0,PLAIN-1516,dibud,1,66,64,2,63,64
nfcorpus,0,PLAIN-1516,dibud,1,67,65,2,64,65
nfcorpus,0,PLAIN-1516,dibud,1,68,66,2,65,66
nfcorpus,0,PLAIN-1516,dibud,1,69,67,2,66,67
nfcorpus,0,PLAIN-1516,dibud,1,70,68,2,67,68
nfcorpus,0,PLAIN-1516,dibud,1,71,69,2,68,69
nfcorpus,0,PLAIN-1516,dibud,1,72,70,2,69,70
nfcorpus,0,PLAIN-1516,dibud,1,73,71,2,70,71
nfcorpus,0,PLAIN-1516,dibud,1,74,72,2,71,72
nfcorpus,0,PLAIN-1516,dibud,1,75,73,2,72,73
nfcorpus,0,PLAIN-1516,dibud,1,76,74,2,73,74
nfcorpus,0,PLAIN-1516,dibud,1,77,75,2,74,75
nfcorpus,0,PLAIN-1516,dibud,1,78,76,2,75,76
nfcorpus,0,PLAIN-1516,dibud,1,79,77,2,76,77
nfcorpus,0,PLAIN-1516,dibud,1,80,78,2,77,78
nfcorpus,0,PLAIN-1516,dibud,1,81,79,2,78,79
nfcorpus,0,PLAIN-1516,dibud,1,82,80,2,79,80
nfcorpus,0,PLAIN-1516,dibud,1,83,81,2,80,81
nfcorpus,0,PLAIN-1516,dibud,1,84,82,2,81,82
nfcorpus,0,PLAIN-1516,dibud,1,85,83,2,82,83
nfcorpus,0,PLAIN-1516,dibud,1,86,84,2,83,84
nfcorpus,0,PLAIN-1516,dibud,1,87,85,2,84,85
nfcorpus,0,PLAIN-1516,dibud,1,88,86,2,85,86
nfcorpus,0,PLAIN-1516,dibud,1,89,87,2,86,87
nfcorpus,0,PLAIN-1516,dibud,1,90,88,2,87,88
nfcorpus,0,PLAIN-1516,dibud,1,91,89,2,88,89
nfcorpus,0,PLAIN-1516,dibud,1,92,90,2,89,90
nfcorpus,0,PLAIN-1516,dibud,1,93,91,2,90,91
nfcorpus,0,PLAIN-1516,dibud,1,94,92,2,91,92
nfcorpus,0,PLAIN-1516,dibud,1,95,93,2,92,93
nfcorpus,0,PLAIN-1516,dibud,1,96,94,2,93,94
nfcorpus,0,PLAIN-1516,dibud,1,97,95,2,94,95
nfcorpus,0,PLAIN-1516,dibud,1,98,96,2,95,96
nfcorpus,0,PLAIN-1516,dibud,1,99,97,2,96,97
nfcorpus,0,PLAIN-1516,dibud,1,100,98,2,97,98
nfcorpus,0,PLAIN-1516,dibud,1,101,99,2,98,99
nfcorpus,0,PLAIN-1516,dibud,1,102,100,2,99,100
nfcorpus,0,PLAIN-1516,balanced,1,5,3,2,0,4
nfcorpus,0,PLAIN-1516,balanced,1,6,4,2,4,5
nfcorpus,0,PLAIN-1516,balanced,1,7,5,2,5,6
nfcorpus,0,PLAIN-1516,balanced,1,8,6,2,6,7
nfcorpus,0,PLAIN-1516,balanced,1,10,8,2,7,8
nfcorpus,0,PLAIN-1516,balanced,1,11,9,2,8,9
nfcorpus,0,PLAIN-1516,balanced,1,12,10,2,9,10
nfcorpus,0,PLAIN-1516,balanced,1,13,11,2,10,11
nfcorpus,0,PLAIN-1516,balanced,1,14,12,2,11,12
nfcorpus,0,PLAIN-1516,balanced,1,15,13,2,12,13
nfcorpus,0,PLAIN-1516,balanced,1,16,14,2,13,14
nfcorpus,0,PLAIN-1516,balanced,1,17,15,2,14,15
nfcorpus,0,PLAIN-1516,balanced,1,18,16,2,15,16
nfcorpus,0,PLAIN-1516,balanced,1,19,17,2,16,17
nfcorpus,0,PLAIN-1516,balanced,1,20,18,2,17,18
nfcorpus,0,PLAIN-1516,balanced,1,21,19,2,18,19
nfcorpus,0,PLAIN-1516,balanced,1,22,20,2,19,20
nfcorpus,0,PLAIN-1516,balanced,1,23,21,2,20,21
nfcorpus,0,PLAIN-1516,balanced,1,24,22,2,21,22
nfcorpus,0,PLAIN-1516,balanced,1,25,23,2,22,23
nfcorpus,0,PLAIN-1516,balanced,1,26,24,2,23,24
nfcorpus,0,PLAIN-1516,balanced,1,27,25,2,24,25
nfcorpus,0,PLAIN-1516,balanced,1,28,26,2,25,26
nfcorpus,0,PLAIN-1516,balanced,1,29,27,2,26,27
nfcorpus,0,PLAIN-1516,balanced,1,30,28,2,27,28
nfcorpus,0,PLAIN-1516,balanced,1,31,29,2,28,29
nfcorpus,0,PLAIN-1516,balanced,1,32,30,2,29,30
nfcorpus,0,PLAIN-1516,balanced,1,33,31,2,30,31
nfcorpus,0,PLAIN-1516,balanced,1,34,32,2,31,32
nfcorpus,0,PLAIN-1516,balanced,1,35,33,2,32,33
nfcorpus,0,PLAIN-1516,balanced,1,36,34,2,33,34
nfcorpus,0,PLAIN-1516,balanced,1,37,35,2,34,35
nfcorpus,0,PLAIN-1516,balanced,1,38,36,2,35,36
nfcorpus,0,PLAIN-1516,balanced,1,39,37,2,36,37
nfcorpus,0,PLAIN-1516,balanced,1,40,38,2,37,38
nfcorpus,0,PLAIN-1516,balanced,1,41,39,2,38,39
nfcorpus,0,PLAIN-1516,balanced,1,42,40,2,39,40
nfcorpus,0,PLAIN-1516,balanced,1,43,41,2,40,41
nfcorpus,0,PLAIN-1516,balanced,1,44,42,2,41,42
nfcorpus,0,PLAIN-1516,balanced,1,45,43,2,42,43
nfcorpus,0,PLAIN-1516,balanced,1,46,44,2,43,44
nfcorpus,0,PLAIN-1516,balanced,1,47,45,2,44,45
nfcorpus,0,PLAIN-1516,balanced,1,48,46,2,45,46
nfcorpus,0,PLAIN-1516,balanced,1,49,47,2,46,47
nfcorpus,0,PLAIN-1516,balanced,1,50,48,2,47,48
nfcorpus,0,PLAIN-1516,balanced,1,51,49,2,48,49
nfcorpus,0,PLAIN-1516,balanced,1,52,50,2,49,50
nfcorpus,0,PLAIN-1516,balanced,1,53,51,2,50,51
nfcorpus,0,PLAIN-1516,balanced,1,54,52,2,51,52
nfcorpus,0,PLAIN-1516,balanced,1,55,53,2,52,53
nfcorpus,0,PLAIN-1516,balanced,1,56,54,2,53,54
nfcorpus,0,PLAIN-1516,balanced,1,57,55,2,54,55
nfcorpus,0,PLAIN-1516,balanced,1,58,56,2,55,56
nfcorpus,0,PLAIN-1516,balanced,1,59,57,2,56,57
nfcorpus,0,PLAIN-1516,balanced,1,60,58,2,57,58
nfcorpus,0,PLAIN-1516,balanced,1,61,59,2,58,59
nfcorpus,0,PLAIN-1516,balanced,1,62,60,2,59,60
nfcorpus,0,PLAIN-1516,balanced,1,63,61,2,60,61
nfcorpus,0,PLAIN-1516,balanced,1,64,62,2,61,62
nfcorpus,0,PLAIN-1516,balanced,1,65,63,2,62,63
nfcorpus,0,PLAIN-1516,balanced,1,66,64,2,63,64
nfcorpus,0,PLAIN-1516,balanced,1,67,65,2,64,65
nfcorpus,0,PLAIN-1516,balanced,1,68,66,2,65,66
nfcorpus,0,PLAIN-1516,balanced,1,69,67,2,66,67
nfcorpus,0,PLAIN-1516,balanced,1,70,68,2,67,68
nfcorpus,0,PLAIN-1516,balanced,1,71,69,2,68,69
nfcorpus,0,PLAIN-1516,balanced,1,72,70,2,69,70
nfcorpus,0,PLAIN-1516,balanced,1,73,71,2,70,71
nfcorpus,0,PLAIN-1516,balanced,1,74,72,2,71,72
nfcorpus,0,PLAIN-1516,balanced,1,75,73,2,72,73
nfcorpus,0,PLAIN-1516,balanced,1,76,74,2,73,74
nfcorpus,0,PLAIN-1516,balanced,1,77,75,2,74,75
nfcorpus,0,PLAIN-1516,balanced,1,78,76,2,75,76
nfcorpus,0,PLAIN-1516,balanced,1,79,77,2,76,77
nfcorpus,0,PLAIN-1516,balanced,1,80,78,2,77,78
nfcorpus,0,PLAIN-1516,balanced,1,81,79,2,78,79
nfcorpus,0,PLAIN-1516,balanced,1,82,80,2,79,80
nfcorpus,0,PLAIN-1516,balanced,1,83,81,2,80,81
nfcorpus,0,PLAIN-1516,balanced,1,84,82,2,81,82
nfcorpus,0,PLAIN-1516,balanced,1,85,83,2,82,83
nfcorpus,0,PLAIN-1516,balanced,1,86,84,2,83,84
nfcorpus,0,PLAIN-1516,balanced,1,87,85,2,84,85
nfcorpus,0,PLAIN-1516,balanced,1,88,86,2,85,86
nfcorpus,0,PLAIN-1516,balanced,1,89,87,2,86,87
nfcorpus,0,PLAIN-1516,balanced,1,90,88,2,87,88
nfcorpus,0,PLAIN-1516,balanced,1,91,89,2,88,89
nfcorpus,0,PLAIN-1516,balanced,1,92,90,2,89,90
nfcorpus,0,PLAIN-1516,balanced,1,93,91,2,90,91
nfcorpus,0,PLAIN-1516,balanced,1,94,92,2,91,92
nfcorpus,0,PLAIN-1516,balanced,1,95,93,2,92,93
nfcorpus,0,PLAIN-1516,balanced,1,96,94,2,93,94
nfcorpus,0,PLAIN-1516,balanced,1,97,95,2,94,95
nfcorpus,0,PLAIN-1516,balanced,1,98,96,2,95,96
nfcorpus,0,PLAIN-1516,balanced,1,99,97,2,96,97
nfcorpus,0,PLAIN-1516,balanced,1,100,98,2,97,98
nfcorpus,0,PLAIN-1516,balanced,1,101,99,2,98,99
nfcorpus,0,PLAIN-1516,balanced,1,102,100,2,99,100
nfcorpus,0,PLAIN-1516,dibud,64,66,64,2,0,64
nfcorpus,0,PLAIN-1516,dibud,64,128,126,2,64,100
nfcorpus,0,PLAIN-1516,balanced,64,66,64,2,0,64
nfcorpus,0,PLAIN-1516,balanced,64,128,126,2,64,100
nfcorpus,0,PLAIN-2920,dibud,1,4,2,2,0,2
nfcorpus,0,PLAIN-2920,dibud,1,18,9,9,2,3
nfcorpus,0,PLAIN-2920,dibud,1,33,17,16,3,4
nfcorpus,0,PLAIN-2920,dibud,1,46,22,24,4,5
nfcorpus,0,PLAIN-2920,dibud,1,118,57,61,5,6
nfcorpus,0,PLAIN-2920,dibud,1,122,59,63,6,7
nfcorpus,0,PLAIN-2920,dibud,1,124,60,64,7,8
nfcorpus,0,PLAIN-2920,dibud,1,136,66,70,8,9
nfcorpus,0,PLAIN-2920,dibud,1,159,77,82,9,10
nfcorpus,0,PLAIN-2920,dibud,1,228,110,118,10,11
nfcorpus,0,PLAIN-2920,dibud,1,270,130,140,11,12
nfcorpus,0,PLAIN-2920,dibud,1,271,131,140,12,13
nfcorpus,0,PLAIN-2920,dibud,1,276,133,143,13,14
nfcorpus,0,PLAIN-2920,dibud,1,293,141,152,14,15
nfcorpus,0,PLAIN-2920,dibud,1,322,155,167,15,16
nfcorpus,0,PLAIN-2920,dibud,1,357,164,193,16,17
nfcorpus,0,PLAIN-2920,dibud,1,489,221,268,17,18
nfcorpus,0,PLAIN-2920,dibud,1,534,240,294,18,19
nfcorpus,0,PLAIN-2920,dibud,1,588,263,325,19,20
nfcorpus,0,PLAIN-2920,dibud,1,683,301,382,20,21
nfcorpus,0,PLAIN-2920,dibud,1,686,304,382,21,22
nfcorpus,0,PLAIN-2920,dibud,1,812,379,433,22,23
nfcorpus,0,PLAIN-2920,dibud,1,1032,475,557,23,24
nfcorpus,0,PLAIN-2920,dibud,1,1061,488,573,24,25
nfcorpus,0,PLAIN-2920,dibud,1,1230,488,742,25,26
nfcorpus,0,PLAIN-2920,dibud,1,1565,488,1077,26,33
nfcorpus,0,PLAIN-2920,dibud,1,1570,493,1077,33,34
nfcorpus,0,PLAIN-2920,dibud,1,1588,511,1077,34,35
nfcorpus,0,PLAIN-2920,dibud,1,1651,574,1077,35,36
nfcorpus,0,PLAIN-2920,dibud,1,1653,576,1077,36,37
nfcorpus,0,PLAIN-2920,dibud,1,1718,641,1077,37,38
nfcorpus,0,PLAIN-2920,dibud,1,2010,933,1077,38,39
nfcorpus,0,PLAIN-2920,dibud,1,2015,938,1077,39,49
nfcorpus,0,PLAIN-2920,dibud,1,2193,1116,1077,49,61
nfcorpus,0,PLAIN-2920,dibud,1,2287,1210,1077,61,63
nfcorpus,0,PLAIN-2920,dibud,1,2637,1560,1077,63,64
nfcorpus,0,PLAIN-2920,dibud,1,2780,1703,1077,64,65
nfcorpus,0,PLAIN-2920,dibud,1,3140,2063,1077,65,100
nfcorpus,0,PLAIN-2920,balanced,1,4,2,2,0,2
nfcorpus,0,PLAIN-2920,balanced,1,18,9,9,2,3
nfcorpus,0,PLAIN-2920,balanced,1,33,17,16,3,4
nfcorpus,0,PLAIN-2920,balanced,1,48,24,24,4,5
nfcorpus,0,PLAIN-2920,balanced,1,122,61,61,5,6
nfcorpus,0,PLAIN-2920,balanced,1,126,63,63,6,7
nfcorpus,0,PLAIN-2920,balanced,1,128,64,64,7,8
nfcorpus,0,PLAIN-2920,balanced,1,140,70,70,8,9
nfcorpus,0,PLAIN-2920,balanced,1,164,82,82,9,10
nfcorpus,0,PLAIN-2920,balanced,1,236,118,118,10,11
nfcorpus,0,PLAIN-2920,balanced,1,280,140,140,11,13
nfcorpus,0,PLAIN-2920,balanced,1,286,143,143,13,14
nfcorpus,0,PLAIN-2920,balanced,1,304,152,152,14,15
nfcorpus,0,PLAIN-2920,balanced,1,334,167,167,15,16
nfcorpus,0,PLAIN-2920,balanced,1,386,193,193,16,17
nfcorpus,0,PLAIN-2920,balanced,1,536,268,268,17,18
nfcorpus,0,PLAIN-2920,balanced,1,588,294,294,18,19
nfcorpus,0,PLAIN-2920,balanced,1,650,325,325,19,20
nfcorpus,0,PLAIN-2920,balanced,1,764,382,382,20,22
nfcorpus,0,PLAIN-2920,balanced,1,866,433,433,22,23
nfcorpus,0,PLAIN-2920,balanced,1,1114,557,557,23,24
nfcorpus,0,PLAIN-2920,balanced,1,1146,573,573,24,25
nfcorpus,0,PLAIN-2920,balanced,1,1484,742,742,25,26
nfcorpus,0,PLAIN-2920,balanced,1,2154,1077,1077,26,49
nfcorpus,0,PLAIN-2920,balanced,1,2193,1116,1077,49,61
nfcorpus,0,PLAIN-2920,balanced,1,2287,1210,1077,61,63
nfcorpus,0,PLAIN-2920,balanced,1,2637,1560,1077,63,64
nfcorpus,0,PLAIN-2920,balanced,1,2780,1703,1077,64,65
nfcorpus,0,PLAIN-2920,balanced,1,3140,2063,1077,65,100
nfcorpus,0,PLAIN-2920,dibud,64,128,64,64,0,8
nfcorpus,0,PLAIN-2920,dibud,64,256,128,128,8,11
nfcorpus,0,PLAIN-2920,dibud,64,384,192,192,11,16
nfcorpus,0,PLAIN-2920,dibud,64,448,192,256,16,17
nfcorpus,0,PLAIN-2920,dibud,64,576,256,320,17,19
nfcorpus,0,PLAIN-2920,dibud,64,704,320,384,19,22
nfcorpus,0,PLAIN-2920,dibud,64,832,384,448,22,23
nfcorpus,0,PLAIN-2920,dibud,64,1088,512,576,23,25
nfcorpus,0,PLAIN-2920,dibud,64,1280,512,768,25,26
nfcorpus,0,PLAIN-2920,dibud,64,1589,512,1077,26,35
nfcorpus,0,PLAIN-2920,dibud,64,1653,576,1077,35,37
nfcorpus,0,PLAIN-2920,dibud,64,1781,704,1077,37,38
nfcorpus,0,PLAIN-2920,dibud,64,2037,960,1077,38,49
nfcorpus,0,PLAIN-2920,dibud,64,2240,1163,1077,49,61
nfcorpus,0,PLAIN-2920,dibud,64,2304,1227,1077,61,63
nfcorpus,0,PLAIN-2920,dibud,64,2688,1611,1077,63,64
nfcorpus,0,PLAIN-2920,dibud,64,2816,1739,1077,64,65
nfcorpus,0,PLAIN-2920,dibud,64,3200,2123,1077,65,100
nfcorpus,0,PLAIN-2920,balanced,64,128,64,64,0,8
nfcorpus,0,PLAIN-2920,balanced,64,256,128,128,8,11
nfcorpus,0,PLAIN-2920,balanced,64,384,192,192,11,16
nfcorpus,0,PLAIN-2920,balanced,64,512,256,256,16,17
nfcorpus,0,PLAIN-2920,balanced,64,640,320,320,17,19
nfcorpus,0,PLAIN-2920,balanced,64,768,384,384,19,22
nfcorpus,0,PLAIN-2920,balanced,64,896,448,448,22,23
nfcorpus,0,PLAIN-2920,balanced,64,1152,576,576,23,25
nfcorpus,0,PLAIN-2920,balanced,64,1536,768,768,25,26
nfcorpus,0,PLAIN-2920,balanced,64,2165,1088,1077,26,49
nfcorpus,0,PLAIN-2920,balanced,64,2229,1152,1077,49,61
nfcorpus,0,PLAIN-2920,balanced,64,2293,1216,1077,61,63
nfcorpus,0,PLAIN-2920,balanced,64,2677,1600,1077,63,64
nfcorpus,0,PLAIN-2920,balanced,64,2805,1728,1077,64,65
nfcorpus,0,PLAIN-2920,balanced,64,3189,2112,1077,65,100
scifact,0,674,dibud,1,4,2,2,0,1
scifact,0,674,dibud,1,19,10,9,1,2
scifact,0,674,dibud,1,21,11,10,2,4
scifact,0,674,dibud,1,27,15,12,4,5
scifact,0,674,dibud,1,37,20,17,5,6
scifact,0,674,dibud,1,41,22,19,6,7
scifact,0,674,dibud,1,58,29,29,7,8
scifact,0,674,dibud,1,59,30,29,8,9
scifact,0,674,dibud,1,73,39,34,9,10
scifact,0,674,dibud,1,81,43,38,10,11
scifact,0,674,dibud,1,94,50,44,11,12
scifact,0,674,dibud,1,95,50,45,12,13
scifact,0,674,dibud,1,96,50,46,13,14
scifact,0,674,dibud,1,99,50,49,14,15
scifact,0,674,dibud,1,100,50,50,15,16
scifact,0,674,dibud,1,103,50,53,16,17
scifact,0,674,dibud,1,136,62,74,17,18
scifact,0,674,dibud,1,212,100,112,18,19
scifact,0,674,dibud,1,215,101,114,19,20
scifact,0,674,dibud,1,217,102,115,20,21
scifact,0,674,dibud,1,222,104,118,21,22
scifact,0,674,dibud,1,225,106,119,22,23
scifact,0,674,dibud,1,227,107,120,23,24
scifact,0,674,dibud,1,245,111,134,24,25
scifact,0,674,dibud,1,255,116,139,25,26
scifact,0,674,dibud,1,256,116,140,26,28
scifact,0,674,dibud,1,299,135,164,28,29
scifact,0,674,dibud,1,304,137,167,29,30
scifact,0,674,dibud,1,320,144,176,30,31
scifact,0,674,dibud,1,335,150,185,31,32
scifact,0,674,dibud,1,338,151,187,32,33
scifact,0,674,dibud,1,364,162,202,33,34
scifact,0,674,dibud,1,367,164,203,34,35
scifact,0,674,dibud,1,390,173,217,35,36
scifact,0,674,dibud,1,391,174,217,36,37
scifact,0,674,dibud,1,411,182,229,37,38
scifact,0,674,dibud,1,414,183,231,38,39
scifact,0,674,dibud,1,426,188,238,39,40
scifact,0,674,dibud,1,436,192,244,40,41
scifact,0,674,dibud,1,450,198,252,41,42
scifact,0,674,dibud,1,463,203,260,42,43
scifact,0,674,dibud,1,477,209,268,43,44
scifact,0,674,dibud,1,540,234,306,44,45
scifact,0,674,dibud,1,557,234,323,45,46
scifact,0,674,dibud,1,567,234,333,46,49
scifact,0,674,dibud,1,614,281,333,49,50
scifact,0,674,dibud,1,621,288,333,50,51
scifact,0,674,dibud,1,624,291,333,51,52
scifact,0,674,dibud,1,683,327,356,52,53
scifact,0,674,dibud,1,735,351,384,53,54
scifact,0,674,dibud,1,772,351,421,54,55
scifact,0,674,dibud,1,814,351,463,55,56
scifact,0,674,dibud,1,852,351,501,56,57
scifact,0,674,dibud,1,861,351,510,57,58
scifact,0,674,dibud,1,867,351,516,58,59
scifact,0,674,dibud,1,877,351,526,59,60
scifact,0,674,dibud,1,1032,351,681,60,61
scifact,0,674,dibud,1,1038,351,687,61,62
scifact,0,674,dibud,1,1141,351,790,62,63
scifact,0,674,dibud,1,1221,351,870,63,64
scifact,0,674,dibud,1,1266,351,915,64,65
scifact,0,674,dibud,1,2214,351,1863,65,66
scifact,0,674,dibud,1,2584,351,2233,66,67
scifact,0,674,dibud,1,3308,351,2957,67,68
scifact,0,674,dibud,1,3630,351,3279,68,69
scifact,0,674,dibud,1,3671,392,3279,69,70
scifact,0,674,dibud,1,3673,394,3279,70,71
scifact,0,674,dibud,1,3688,409,3279,71,72
scifact,0,674,dibud,1,3698,419,3279,72,73
scifact,0,674,dibud,1,3705,426,3279,73,74
scifact,0,674,dibud,1,3736,457,3279,74,75
scifact,0,674,dibud,1,3746,467,3279,75,76
scifact,0,674,dibud,1,3788,509,3279,76,77
scifact,0,674,dibud,1,3813,534,3279,77,78
scifact,0,674,dibud,1,3822,543,3279,78,79
scifact,0,674,dibud,1,3853,574,3279,79,80
scifact,0,674,dibud,1,3880,601,3279,80,81
scifact,0,674,dibud,1,3889,610,3279,81,82
scifact,0,674,dibud,1,4033,754,3279,82,83
scifact,0,674,dibud,1,4123,844,3279,83,84
scifact,0,674,dibud,1,4216,937,3279,84,100
scifact,0,674,balanced,1,4,2,2,0,1
scifact,0,674,balanced,1,19,10,9,1,2
scifact,0,674,balanced,1,21,11,10,2,4
scifact,0,674,balanced,1,29,15,14,4,5
scifact,0,674,balanced,1,39,20,19,5,6
scifact,0,674,balanced,1,43,22,21,6,7
scifact,0,674,balanced,1,58,29,29,7,8
scifact,0,674,balanced,1,59,30,29,8,9
scifact,0,674,balanced,1,77,39,38,9,10
scifact,0,674,balanced,1,85,43,42,10,11
scifact,0,674,balanced,1,99,50,49,11,15
scifact,0,674,balanced,1,100,50,50,15,16
scifact,0,674,balanced,1,106,53,53,16,17
scifact,0,674,balanced,1,148,74,74,17,18
scifact,0,674,balanced,1,224,112,112,18,19
scifact,0,674,balanced,1,228,114,114,19,20
scifact,0,674,balanced,1,230,115,115,20,21
scifact,0,674,balanced,1,236,118,118,21,22
scifact,0,674,balanced,1,238,119,119,22,23
scifact,0,674,balanced,1,240,120,120,23,24
scifact,0,674,balanced,1,268,134,134,24,25
scifact,0,674,balanced,1,278,139,139,25,26
scifact,0,674,balanced,1,280,140,140,26,28
scifact,0,674,balanced,1,328,164,164,28,29
scifact,0,674,balanced,1,334,167,167,29,30
scifact,0,674,balanced,1,352,176,176,30,31
scifact,0,674,balanced,1,370,185,185,31,32
scifact,0,674,balanced,1,374,187,187,32,33
scifact,0,674,balanced,1,404,202,202,33,34
scifact,0,674,balanced,1,406,203,203,34,35
scifact,0,674,balanced,1,434,217,217,35,37
scifact,0,674,balanced,1,458,229,229,37,38
scifact,0,674,balanced,1,462,231,231,38,39
scifact,0,674,balanced,1,476,238,238,39,40
scifact,0,674,balanced,1,488,244,244,40,41
scifact,0,674,balanced,1,504,252,252,41,42
scifact,0,674,balanced,1,520,260,260,42,43
scifact,0,674,balanced,1,536,268,268,43,44
scifact,0,674,balanced,1,612,306,306,44,45
scifact,0,674,balanced,1,646,323,323,45,46
scifact,0,674,balanced,1,666,333,333,46,52
scifact,0,674,balanced,1,712,356,356,52,53
scifact,0,674,balanced,1,768,384,384,53,54
scifact,0,674,balanced,1,842,421,421,54,55
scifact,0,674,balanced,1,926,463,463,55,56
scifact,0,674,balanced,1,1002,501,501,56,57
scifact,0,674,balanced,1,1020,510,510,57,58
scifact,0,674,balanced,1,1032,516,516,58,59
scifact,0,674,balanced,1,1052,526,526,59,60
scifact,0,674,balanced,1,1362,681,681,60,61
scifact,0,674,balanced,1,1374,687,687,61,62
scifact,0,674,balanced,1,1580,790,790,62,63
scifact,0,674,balanced,1,1740,870,870,63,64
scifact,0,674,balanced,1,1830,915,915,64,65
