dataset,query_id,old_top20_equal,old_top100_equal,dense_prefix_mismatches,sparse_prefix_mismatches
msmarco-passage-trec-dl-2019,87452,True,True,0,0
msmarco-passage-trec-dl-2019,915593,True,True,0,57
msmarco-passage-trec-dl-2019,962179,True,True,0,0
msmarco-passage-trec-dl-2020,1030303,True,True,0,0
msmarco-passage-trec-dl-2020,1037496,True,True,0,0
msmarco-passage-trec-dl-2020,1043135,True,True,0,2
msmarco-passage-trec-dl-2020,1051399,True,True,0,111
msmarco-passage-trec-dl-2020,1064670,True,True,0,0
msmarco-passage-trec-dl-2020,1071750,True,True,0,57
msmarco-passage-trec-dl-2020,1105792,True,True,0,0
msmarco-passage-trec-dl-2020,1106979,True,True,0,0
msmarco-passage-trec-dl-2020,1108651,True,True,0,188
msmarco-passage-trec-dl-2020,1109707,True,True,0,42
msmarco-passage-trec-dl-2020,1110678,True,True,0,0
msmarco-passage-trec-dl-2020,1113256,True,True,0,35
msmarco-passage-trec-dl-2020,1115210,True,True,0,0
msmarco-passage-trec-dl-2020,1116380,True,True,0,6
msmarco-passage-trec-dl-2020,1121353,True,True,0,84
msmarco-passage-trec-dl-2020,1122767,True,True,0,0
msmarco-passage-trec-dl-2020,1127540,True,True,0,0
msmarco-passage-trec-dl-2020,1131069,True,True,0,87
msmarco-passage-trec-dl-2020,1132532,True,True,0,486
msmarco-passage-trec-dl-2020,1133579,True,True,0,295
msmarco-passage-trec-dl-2020,1136043,True,True,0,0
msmarco-passage-trec-dl-2020,1136047,True,True,0,144
msmarco-passage-trec-dl-2020,1136962,True,True,0,24
msmarco-passage-trec-dl-2020,118440,True,True,0,0
msmarco-passage-trec-dl-2020,121171,True,True,0,0
msmarco-passage-trec-dl-2020,135802,True,True,0,0
msmarco-passage-trec-dl-2020,141630,True,True,0,125
msmarco-passage-trec-dl-2020,156498,True,True,0,0
msmarco-passage-trec-dl-2020,169208,True,True,0,189
msmarco-passage-trec-dl-2020,174463,True,True,0,8
msmarco-passage-trec-dl-2020,23849,True,True,0,372
msmarco-passage-trec-dl-2020,258062,True,True,0,639
msmarco-passage-trec-dl-2020,324585,True,True,0,418
msmarco-passage-trec-dl-2020,330975,True,True,0,106
msmarco-passage-trec-dl-2020,332593,True,True,0,15
msmarco-passage-trec-dl-2020,336901,True,True,0,0
msmarco-passage-trec-dl-2020,390360,True,True,0,0
msmarco-passage-trec-dl-2020,405163,True,True,0,0
msmarco-passage-trec-dl-2020,42255,True,True,0,0
msmarco-passage-trec-dl-2020,47210,True,True,0,2
msmarco-passage-trec-dl-2020,555530,True,True,0,4
msmarco-passage-trec-dl-2020,583468,True,True,0,0
msmarco-passage-trec-dl-2020,640502,True,True,0,594
msmarco-passage-trec-dl-2020,67316,True,True,0,101
msmarco-passage-trec-dl-2020,673670,True,True,0,0
msmarco-passage-trec-dl-2020,701453,True,True,0,0
msmarco-passage-trec-dl-2020,730539,True,True,0,0
msmarco-passage-trec-dl-2020,768208,True,True,0,0
msmarco-passage-trec-dl-2020,877809,True,True,0,31
msmarco-passage-trec-dl-2020,911232,True,True,0,34
msmarco-passage-trec-dl-2020,914916,True,True,0,2
msmarco-passage-trec-dl-2020,938400,True,True,0,284
msmarco-passage-trec-dl-2020,940547,True,True,0,153
msmarco-passage-trec-dl-2020,997622,True,True,0,33
